<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021.02.27,12:00:00,132900,132900,130900,131000,6819
2021.02.27,13:00:00,131000,131700,130500,131400,2899
2021.02.27,14:00:00,131400,131700,131100,131200,1718
2021.02.28,10:00:00,130500,130800,130000,130500,2322
2021.02.28,11:00:00,130400,130600,130100,130100,1355
2021.02.28,12:00:00,130100,130300,129900,130200,2898
2021.02.28,13:00:00,130200,130400,129800,130200,3552
2021.02.28,14:00:00,130100,130300,129500,130000,8251
2021.03.01,10:00:00,129500,132500,129400,131700,8467
2021.03.01,11:00:00,131700,132300,131000,131500,3184
2021.03.01,12:00:00,131500,132100,131100,132000,2082
2021.03.01,13:00:00,131900,133100,131600,132800,2617
2021.03.01,14:00:00,132800,133200,132000,132600,3635
2021.03.02,10:00:00,133100,133500,132300,132700,2247
2021.03.02,11:00:00,132600,132700,132000,132300,2423
2021.03.02,12:00:00,132400,132700,132300,132300,946
2021.03.02,13:00:00,132300,132300,131000,131100,1875
2021.03.02,14:00:00,131100,131400,129400,129600,5113
2021.03.03,10:00:00,129700,131500,129700,131100,5130
2021.03.03,11:00:00,131100,132200,131100,131600,3904
2021.03.03,12:00:00,131600,131700,130600,130700,2100
2021.03.03,13:00:00,130700,130900,130500,130800,480
2021.03.03,14:00:00,130600,131900,130600,131500,2885
2021.03.04,10:00:00,131400,131600,130900,130900,899
2021.03.04,11:00:00,130900,131600,130800,131100,752
2021.03.04,12:00:00,131000,131100,130400,131000,1145
2021.03.04,13:00:00,131100,131600,130900,131400,746
2021.03.04,14:00:00,131400,132500,130800,132300,3360
2021.03.06,10:00:00,132200,132800,131900,132000,2601
2021.03.06,11:00:00,132000,132400,131600,132000,2409
2021.03.06,12:00:00,132100,133200,132000,132600,2946
2021.03.06,13:00:00,132600,135900,132500,134700,15723
2021.03.06,14:00:00,134700,135400,134000,135200,3449
2021.03.07,10:00:00,135100,135100,133400,134000,3534
2021.03.07,11:00:00,134000,134900,133500,133800,3896
2021.03.07,12:00:00,133800,134200,133100,133900,3012
2021.03.07,13:00:00,133900,134700,133400,133400,2550
2021.03.07,14:00:00,133600,136900,133500,135900,13025
2021.03.08,10:00:00,135400,135400,134100,134400,5119
2021.03.08,11:00:00,134300,134400,133100,133400,6350
2021.03.08,12:00:00,133300,133300,132500,132900,4440
2021.03.08,13:00:00,132900,133000,131800,131900,3279
2021.03.08,14:00:00,132000,132700,131700,132000,4395
2021.03.09,10:00:00,131400,131400,129400,129400,7184
2021.03.09,11:00:00,129500,130100,128600,130100,8023
2021.03.09,12:00:00,130200,130400,129700,130100,3011
2021.03.09,13:00:00,130100,130400,129800,130300,1996
2021.03.09,14:00:00,130300,130700,129200,129500,4802
2021.03.10,10:00:00,129000,129500,128200,128600,3502
2021.03.10,11:00:00,128500,129700,128500,129500,3547
2021.03.10,12:00:00,129500,129500,128900,129200,3136
2021.03.10,13:00:00,129200,129600,128900,128900,5208
2021.03.10,14:00:00,128900,129400,128900,129000,8620
2021.03.13,10:00:00,128800,129900,128800,129300,2981
2021.03.13,11:00:00,129300,129700,129100,129500,2114
2021.03.13,12:00:00,129600,129900,129500,129700,1988
2021.03.13,13:00:00,129600,129700,129100,129200,3932
2021.03.13,14:00:00,129200,129400,128900,129300,3900
2021.03.14,10:00:00,129700,130000,129300,129600,1979
2021.03.14,11:00:00,129600,129700,129400,129500,996
2021.03.14,12:00:00,129600,129800,129400,129400,717
2021.03.14,13:00:00,129400,129500,129100,129300,1469
2021.03.14,14:00:00,129400,129600,129300,129300,1008
2021.03.15,10:00:00,129300,129900,129300,129800,948
2021.03.15,11:00:00,129800,129900,129200,129300,2242
2021.03.15,12:00:00,129300,129600,129300,129600,239
2021.03.15,13:00:00,129600,130000,129400,129500,1012
2021.03.15,14:00:00,129600,130700,129600,130600,4138
2021.03.16,10:00:00,131200,131300,130800,130800,1226
2021.03.16,11:00:00,130800,131100,130600,131000,1288
2021.03.16,12:00:00,131100,131200,130600,130600,616
2021.03.16,13:00:00,130600,131100,130600,130800,628
2021.03.16,14:00:00,130800,131200,130700,131000,817
2021.03.17,10:00:00,131000,132000,131000,131700,1548
2021.03.17,11:00:00,131700,132000,131400,131500,1139
2021.03.17,12:00:00,131600,131800,131500,131700,835
2021.03.17,13:00:00,131600,132000,131600,131800,462
2021.03.17,14:00:00,131800,131900,131600,131700,946
2021.03.18,10:00:00,132000,133300,130100,132300,1771
2021.03.18,11:00:00,132500,132800,132000,132300,1669
2021.03.18,12:00:00,132300,132400,132100,132200,660
2021.03.18,13:00:00,132100,132400,132100,132200,446
2021.03.18,14:00:00,132300,132600,132200,132600,1898
2021.03.25,10:00:00,132800,132800,131600,131900,1684
2021.03.25,11:00:00,131900,132100,131900,132000,2951
2021.03.25,12:00:00,132000,132000,131800,131900,1072
2021.03.25,13:00:00,131900,132200,131900,132100,792
2021.03.25,14:00:00,132100,132200,131900,132000,1378
2021.03.27,10:00:00,132200,132200,131600,131900,605
2021.03.27,11:00:00,131900,131900,130300,130400,6770
2021.03.27,12:00:00,130400,130400,129200,129700,5338
2021.03.27,13:00:00,129700,130100,129600,129600,1055
2021.03.27,14:00:00,129600,129800,129300,129500,1507
2021.03.28,10:00:00,129400,129800,129100,129700,1445
2021.03.28,11:00:00,129700,130000,129500,129700,532
2021.03.28,12:00:00,129500,129700,129300,129600,1374
2021.03.28,13:00:00,129600,129700,129300,129600,165
2021.03.28,14:00:00,129700,129800,129500,129700,1183
2021.03.30,10:00:00,129100,129700,129100,129600,397
2021.03.30,11:00:00,129600,129600,129400,129400,396
2021.03.30,12:00:00,129500,129500,129200,129300,894
2021.03.30,13:00:00,129300,129300,128900,129100,1779
2021.03.30,14:00:00,129100,129100,128700,129000,3280
2021.03.31,10:00:00,128300,128900,128300,128500,2550
2021.03.31,11:00:00,128600,129600,128500,129600,1969
2021.03.31,12:00:00,129500,129600,129100,129200,2214
2021.03.31,13:00:00,129200,129700,129200,129700,815
2021.03.31,14:00:00,129700,129900,129200,129400,2531
2021.04.03,10:00:00,129500,129700,128800,129000,3171
2021.04.03,11:00:00,129000,129200,128900,129000,448
2021.04.03,12:00:00,129000,129100,128600,128900,3374
2021.04.03,13:00:00,129000,129100,128600,128700,1475
2021.04.03,14:00:00,128700,129000,128600,129000,1565
2021.04.04,10:00:00,128800,128900,128600,128700,144
2021.04.04,11:00:00,128700,129100,128600,128900,1042
2021.04.04,12:00:00,128900,129000,128700,128700,1272
2021.04.04,13:00:00,128700,128800,128700,128800,616
2021.04.04,14:00:00,128800,128900,128600,128700,2079
2021.04.05,10:00:00,128800,129100,127400,127700,2687
2021.04.05,11:00:00,127700,127800,126900,126900,3960
2021.04.05,12:00:00,126900,127300,126900,127300,1385
2021.04.05,13:00:00,127400,128000,127300,127700,2470
2021.04.05,14:00:00,127700,133900,127600,130900,15282
2021.04.06,10:00:00,133000,133000,130900,131600,5452
2021.04.06,11:00:00,131600,132400,131300,131700,3673
2021.04.06,12:00:00,131700,132000,131100,131500,2755
2021.04.06,13:00:00,131500,131800,131400,131700,1000
2021.04.06,14:00:00,131700,131700,131200,131600,1748
2021.04.07,10:00:00,131700,132200,131500,131900,2221
2021.04.07,11:00:00,132100,132700,131700,132000,1782
2021.04.07,12:00:00,132000,132200,131800,132000,1470
2021.04.07,13:00:00,131900,132200,131800,131800,2280
2021.04.07,14:00:00,131700,132500,131100,131700,5415
2021.04.08,10:00:00,131900,132100,131600,132000,1045
2021.04.08,11:00:00,131800,132000,131500,131700,1501
2021.04.08,12:00:00,131600,132500,131500,131800,3552
2021.04.08,13:00:00,131800,131900,131500,131600,1742
2021.04.08,14:00:00,131600,131900,131500,131900,1105
2021.04.10,10:00:00,132000,132800,132000,132600,2283
2021.04.10,11:00:00,132500,133700,132200,133200,6381
2021.04.10,12:00:00,133200,133300,132600,132900,1688
2021.04.10,13:00:00,132900,133300,132900,133300,724
2021.04.10,14:00:00,133000,133400,132700,133200,1150
2021.04.11,10:00:00,132900,133400,132700,133300,1180
