<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021.01.06,14:00:00,1544000,1545000,1540000,1545000,47
2021.01.07,10:00:00,1544000,1559000,1544000,1544000,9
2021.01.07,11:00:00,1543000,1543000,1540000,1540000,4
2021.01.07,12:00:00,1536000,1547000,1533000,1535000,32
2021.01.07,13:00:00,1534000,1535000,1534000,1535000,6
2021.01.07,14:00:00,1534000,1534000,1531000,1531000,42
2021.01.09,10:00:00,1530000,1533000,1525000,1525000,8
2021.01.09,11:00:00,1522000,1522000,1522000,1522000,6
2021.01.09,12:00:00,1531000,1534000,1531000,1534000,6
2021.01.09,13:00:00,1533000,1535000,1511000,1514000,81
2021.01.09,14:00:00,1513000,1517000,1505000,1510000,29
2021.01.10,10:00:00,1528000,1528000,1498000,1498000,6
2021.01.10,11:00:00,1496000,1500000,1496000,1498000,15
2021.01.10,12:00:00,1498000,1506000,1498000,1504000,27
2021.01.10,13:00:00,1505000,1505000,1505000,1505000,2
2021.01.10,14:00:00,1501000,1512000,1500000,1508000,97
2021.01.11,10:00:00,1496000,1515000,1496000,1500000,41
2021.01.11,11:00:00,1500000,1510000,1500000,1510000,22
2021.01.11,12:00:00,1510000,1510000,1510000,1510000,9
2021.01.11,13:00:00,1509000,1512000,1509000,1512000,7
2021.01.11,14:00:00,1507000,1509000,1500000,1500000,54
2021.01.12,10:00:00,1497000,1497000,1491000,1491000,15
2021.01.12,11:00:00,1496000,1496000,1496000,1496000,2
2021.01.12,12:00:00,1500000,1500000,1494000,1494000,8
2021.01.12,13:00:00,1493000,1498000,1485000,1498000,23
2021.01.12,14:00:00,1494000,1494000,1490000,1490000,64
2021.01.13,10:00:00,1486000,1487000,1486000,1486000,8
2021.01.13,11:00:00,1486000,1486000,1458000,1460000,170
2021.01.13,12:00:00,1457000,1460000,1438000,1438000,194
2021.01.13,13:00:00,1439000,1447000,1436000,1440000,204
2021.01.13,14:00:00,1441000,1447000,1438000,1438000,49
2021.01.14,11:00:00,1426000,1426000,1426000,1426000,2
2021.01.14,12:00:00,1423000,1423000,1410000,1410000,153
2021.01.14,13:00:00,1409000,1417000,1409000,1417000,16
2021.01.14,14:00:00,1415000,1415000,1408000,1411000,32
2021.01.16,10:00:00,1401000,1401000,1368000,1369000,65
2021.01.16,11:00:00,1377000,1379000,1371000,1371000,46
2021.01.16,12:00:00,1375000,1382000,1375000,1382000,8
2021.01.16,13:00:00,1375000,1379000,1370000,1379000,50
2021.01.16,14:00:00,1375000,1383000,1368000,1372000,84
2021.01.18,10:00:00,1336000,1357000,1336000,1352000,29
2021.01.18,11:00:00,1352000,1360000,1352000,1360000,30
2021.01.18,12:00:00,1352000,1352000,1349000,1349000,12
2021.01.18,13:00:00,1347000,1357000,1347000,1357000,86
2021.01.18,14:00:00,1349000,1372000,1349000,1365000,53
2021.01.19,10:00:00,1369000,1369000,1369000,1369000,1
2021.01.19,11:00:00,1369000,1404000,1368000,1404000,20
2021.01.19,12:00:00,1405000,1430000,1405000,1412000,39
2021.01.19,13:00:00,1412000,1426000,1408000,1423000,13
2021.01.19,14:00:00,1421000,1432000,1421000,1432000,209
2021.01.20,10:00:00,1431000,1449000,1425000,1441000,22
2021.01.20,11:00:00,1448000,1450000,1448000,1450000,11
2021.01.20,12:00:00,1450000,1451000,1449000,1450000,17
2021.01.20,13:00:00,1448000,1448000,1396000,1409000,67
2021.01.20,14:00:00,1414000,1425000,1399000,1399000,77
2021.01.21,10:00:00,1401000,1426000,1400000,1426000,24
2021.01.21,11:00:00,1421000,1431000,1420000,1421000,26
2021.01.21,12:00:00,1421000,1421000,1421000,1421000,10
2021.01.21,13:00:00,1422000,1422000,1415000,1415000,12
2021.01.21,14:00:00,1415000,1415000,1411000,1411000,7
2021.01.23,10:00:00,1410000,1410000,1410000,1410000,3
2021.01.23,11:00:00,1407000,1430000,1407000,1430000,28
2021.01.23,12:00:00,1429000,1429000,1410000,1410000,19
2021.01.23,13:00:00,1410000,1410000,1389000,1394000,126
2021.01.23,14:00:00,1398000,1398000,1387000,1387000,59
2021.01.24,10:00:00,1387000,1389000,1384000,1389000,7
2021.01.24,11:00:00,1386000,1387000,1384000,1387000,7
2021.01.24,12:00:00,1388000,1398000,1388000,1390000,26
2021.01.24,13:00:00,1390000,1400000,1390000,1400000,8
2021.01.24,14:00:00,1400000,1400000,1383000,1384000,58
2021.01.25,10:00:00,1381000,1381000,1381000,1381000,1
2021.01.25,11:00:00,1380000,1380000,1380000,1380000,3
2021.01.25,12:00:00,1380000,1380000,1377000,1377000,11
2021.01.25,13:00:00,1381000,1381000,1381000,1381000,2
2021.01.25,14:00:00,1376000,1395000,1376000,1395000,36
2021.01.26,11:00:00,1400000,1400000,1386000,1386000,45
2021.01.26,13:00:00,1389000,1396000,1389000,1396000,8
2021.01.26,14:00:00,1397000,1398000,1395000,1395000,14
2021.01.27,11:00:00,1410000,1425000,1397000,1397000,199
2021.01.27,12:00:00,1408000,1412000,1405000,1412000,22
2021.01.27,13:00:00,1412000,1414000,1398000,1400000,38
2021.01.27,14:00:00,1397000,1397000,1390000,1392000,104
2021.01.28,10:00:00,1405000,1405000,1386000,1393000,31
2021.01.28,11:00:00,1392000,1393000,1390000,1390000,8
2021.01.28,12:00:00,1391000,1393000,1391000,1393000,4
2021.01.28,13:00:00,1393000,1397000,1393000,1397000,4
2021.01.28,14:00:00,1396000,1398000,1386000,1386000,78
2021.01.30,10:00:00,1401000,1411000,1396000,1411000,39
2021.01.30,11:00:00,1405000,1405000,1402000,1402000,14
2021.01.30,12:00:00,1400000,1401000,1400000,1401000,10
2021.01.30,13:00:00,1397000,1398000,1394000,1395000,24
2021.01.30,14:00:00,1395000,1404000,1391000,1400000,199
2021.01.31,10:00:00,1400000,1405000,1396000,1396000,13
2021.01.31,11:00:00,1401000,1401000,1400000,1400000,8
2021.01.31,12:00:00,1399000,1399000,1394000,1399000,15
2021.01.31,13:00:00,1398000,1399000,1398000,1399000,9
2021.01.31,14:00:00,1398000,1401000,1395000,1395000,51
2021.02.01,10:00:00,1394000,1394000,1388000,1388000,5
2021.02.01,11:00:00,1387000,1387000,1378000,1378000,39
2021.02.01,12:00:00,1379000,1385000,1379000,1385000,5
2021.02.01,13:00:00,1385000,1387000,1382000,1382000,16
2021.02.01,14:00:00,1385000,1388000,1382000,1388000,17
2021.02.02,10:00:00,1380000,1380000,1380000,1380000,3
2021.02.02,11:00:00,1383000,1383000,1381000,1382000,14
2021.02.02,12:00:00,1382000,1386000,1382000,1384000,19
2021.02.02,14:00:00,1386000,1388000,1385000,1386000,21
2021.02.03,10:00:00,1385000,1385000,1385000,1385000,1
2021.02.03,11:00:00,1382000,1382000,1376000,1376000,28
2021.02.03,12:00:00,1377000,1378000,1375000,1378000,15
2021.02.03,13:00:00,1377000,1378000,1377000,1378000,3
2021.02.03,14:00:00,1380000,1387000,1380000,1387000,25
2021.02.04,10:00:00,1381000,1381000,1380000,1380000,4
2021.02.04,11:00:00,1380000,1380000,1380000,1380000,2
2021.02.04,12:00:00,1380000,1380000,1378000,1378000,11
2021.02.04,14:00:00,1380000,1384000,1378000,1378000,13
2021.02.06,10:00:00,1378000,1398000,1378000,1384000,8
2021.02.06,11:00:00,1382000,1386000,1381000,1386000,13
2021.02.06,12:00:00,1387000,1390000,1387000,1390000,6
2021.02.06,13:00:00,1386000,1387000,1386000,1387000,2
2021.02.06,14:00:00,1390000,1390000,1385000,1385000,9
2021.02.07,11:00:00,1388000,1388000,1385000,1385000,4
2021.02.07,12:00:00,1387000,1392000,1387000,1392000,16
2021.02.07,13:00:00,1392000,1394000,1391000,1394000,12
2021.02.07,14:00:00,1393000,1393000,1391000,1391000,19
2021.02.08,10:00:00,1400000,1401000,1393000,1393000,30
2021.02.08,11:00:00,1392000,1401000,1392000,1401000,46
2021.02.08,12:00:00,1402000,1411000,1402000,1405000,47
2021.02.08,13:00:00,1407000,1407000,1403000,1403000,6
2021.02.08,14:00:00,1403000,1403000,1398000,1400000,23
2021.02.09,10:00:00,1415000,1447000,1410000,1414000,36
2021.02.09,11:00:00,1415000,1415000,1415000,1415000,2
2021.02.09,12:00:00,1409000,1411000,1407000,1407000,27
2021.02.09,13:00:00,1408000,1408000,1407000,1407000,6
2021.02.09,14:00:00,1413000,1423000,1410000,1423000,41
2021.02.11,10:00:00,1426000,1427000,1426000,1427000,14
2021.02.11,11:00:00,1426000,1428000,1419000,1422000,36
2021.02.11,12:00:00,1426000,1427000,1426000,1427000,30
2021.02.11,13:00:00,1425000,1434000,1425000,1434000,57
2021.02.11,14:00:00,1430000,1440000,1430000,1440000,86
2021.02.13,11:00:00,1452000,1473000,1452000,1456000,77
2021.02.13,12:00:00,1459000,1465000,1457000,1460000,36
2021.02.13,13:00:00,1462000,1466000,1459000,1460000,49
2021.02.13,14:00:00,1463000,1473000,1448000,1451000,373
2021.02.14,10:00:00,1452000,1457000,1436000,1436000,53
2021.02.14,11:00:00,1440000,1441000,1435000,1435000,55
2021.02.14,12:00:00,1439000,1445000,1437000,1440000,45
2021.02.14,13:00:00,1441000,1441000,1438000,1438000,4
2021.02.14,14:00:00,1437000,1438000,1427000,1438000,139
2021.02.15,10:00:00,1426000,1429000,1426000,1426000,7
2021.02.15,11:00:00,1422000,1425000,1411000,1417000,85
2021.02.15,12:00:00,1418000,1418000,1415000,1415000,23
2021.02.15,13:00:00,1413000,1413000,1410000,1413000,20
2021.02.15,14:00:00,1418000,1421000,1413000,1417000,28
2021.02.16,10:00:00,1420000,1429000,1416000,1416000,18
2021.02.16,11:00:00,1420000,1420000,1417000,1419000,5
2021.02.16,12:00:00,1420000,1420000,1411000,1418000,89
2021.02.16,13:00:00,1420000,1432000,1420000,1430000,100
2021.02.16,14:00:00,1428000,1432000,1418000,1424000,86
2021.02.17,10:00:00,1422000,1423000,1414000,1414000,38
2021.02.17,11:00:00,1417000,1425000,1416000,1416000,27
2021.02.17,12:00:00,1415000,1415000,1415000,1415000,1
2021.02.17,13:00:00,1416000,1416000,1411000,1411000,13
2021.02.17,14:00:00,1411000,1411000,1402000,1405000,88
2021.02.18,10:00:00,1405000,1405000,1405000,1405000,5
2021.02.18,11:00:00,1402000,1402000,1398000,1398000,34
2021.02.18,12:00:00,1398000,1410000,1398000,1410000,66
2021.02.18,14:00:00,1409000,1413000,1406000,1412000,97
2021.02.20,10:00:00,1416000,1422000,1411000,1412000,23
2021.02.20,11:00:00,1412000,1416000,1409000,1415000,32
2021.02.20,12:00:00,1411000,1411000,1410000,1410000,7
2021.02.20,13:00:00,1409000,1411000,1408000,1411000,6
2021.02.20,14:00:00,1410000,1410000,1410000,1410000,6
2021.02.21,10:00:00,1404000,1405000,1404000,1405000,2
2021.02.21,11:00:00,1407000,1409000,1397000,1400000,30
2021.02.21,12:00:00,1400000,1402000,1400000,1400000,19
2021.02.21,13:00:00,1400000,1402000,1398000,1400000,7
2021.02.21,14:00:00,1398000,1398000,1392000,1392000,59
2021.02.22,10:00:00,1388000,1388000,1381000,1381000,10
2021.02.22,11:00:00,1381000,1383000,1376000,1377000,32
2021.02.22,12:00:00,1376000,1380000,1375000,1380000,19
2021.02.22,13:00:00,1381000,1381000,1376000,1380000,21
2021.02.22,14:00:00,1376000,1376000,1368000,1368000,46
2021.02.23,10:00:00,1360000,1360000,1358000,1358000,4
2021.02.23,11:00:00,1358000,1369000,1358000,1369000,40
2021.02.23,12:00:00,1368000,1375000,1366000,1370000,57
2021.02.23,13:00:00,1370000,1376000,1364000,1372000,51
2021.02.23,14:00:00,1372000,1372000,1370000,1372000,17
2021.02.24,10:00:00,1375000,1384000,1375000,1382000,15
2021.02.24,11:00:00,1379000,1382000,1378000,1378000,12
2021.02.24,12:00:00,1379000,1382000,1377000,1377000,28
2021.02.24,13:00:00,1379000,1382000,1379000,1380000,18
2021.02.24,14:00:00,1380000,1380000,1380000,1380000,7
2021.02.27,10:00:00,1385000,1386000,1376000,1381000,11
2021.02.27,11:00:00,1381000,1383000,1379000,1379000,15
2021.02.27,12:00:00,1378000,1383000,1325000,1357000,76
2021.02.27,13:00:00,1349000,1353000,1342000,1350000,13
2021.02.27,14:00:00,1345000,1348000,1345000,1348000,35
2021.02.28,10:00:00,1341000,1350000,1340000,1350000,11
2021.02.28,11:00:00,1341000,1341000,1340000,1340000,9
2021.02.28,12:00:00,1339000,1341000,1339000,1341000,20
2021.02.28,13:00:00,1343000,1344000,1338000,1338000,54
2021.02.28,14:00:00,1341000,1341000,1337000,1340000,16
2021.03.01,10:00:00,1340000,1342000,1340000,1342000,3
2021.03.01,11:00:00,1343000,1351000,1343000,1346000,59
2021.03.01,12:00:00,1345000,1348000,1345000,1348000,15
2021.03.01,13:00:00,1342000,1349000,1342000,1349000,12
2021.03.01,14:00:00,1350000,1350000,1349000,1350000,25
2021.03.02,10:00:00,1358000,1364000,1340000,1340000,17
2021.03.02,12:00:00,1344000,1344000,1343000,1343000,3
2021.03.02,13:00:00,1345000,1350000,1345000,1350000,13
2021.03.02,14:00:00,1345000,1345000,1345000,1345000,16
2021.03.03,10:00:00,1337000,1341000,1337000,1341000,4
2021.03.03,11:00:00,1347000,1349000,1347000,1349000,6
2021.03.03,12:00:00,1345000,1345000,1341000,1343000,16
2021.03.03,13:00:00,1349000,1349000,1348000,1348000,3
2021.03.03,14:00:00,1349000,1350000,1349000,1350000,135
2021.03.04,12:00:00,1352000,1356000,1352000,1356000,7
2021.03.04,13:00:00,1355000,1355000,1345000,1345000,11
2021.03.04,14:00:00,1346000,1346000,1346000,1346000,18
2021.03.06,10:00:00,1360000,1360000,1341000,1341000,22
2021.03.06,12:00:00,1354000,1356000,1354000,1356000,4
2021.03.06,13:00:00,1350000,1350000,1348000,1348000,2
2021.03.06,14:00:00,1350000,1350000,1350000,1350000,24
2021.03.07,10:00:00,1358000,1358000,1358000,1358000,1
2021.03.07,11:00:00,1340000,1344000,1338000,1338000,11
2021.03.07,12:00:00,1349000,1350000,1339000,1339000,13
2021.03.07,13:00:00,1339000,1339000,1339000,1339000,7
2021.03.08,11:00:00,1339000,1339000,1339000,1339000,7
2021.03.08,13:00:00,1341000,1343000,1341000,1343000,3
2021.03.08,14:00:00,1342000,1342000,1341000,1341000,10
2021.03.09,13:00:00,1352000,1356000,1352000,1356000,7
2021.03.09,14:00:00,1354000,1358000,1354000,1358000,19
2021.03.10,10:00:00,1360000,1360000,1360000,1360000,3
2021.03.10,11:00:00,1361000,1423000,1361000,1423000,39
2021.03.10,12:00:00,1381000,1400000,1381000,1384000,27
2021.03.10,13:00:00,1382000,1382000,1379000,1379000,5
2021.03.10,14:00:00,1387000,1387000,1373000,1376000,17
2021.03.13,10:00:00,1399000,1449000,1399000,1444000,24
2021.03.13,11:00:00,1400000,1417000,1400000,1417000,16
2021.03.13,12:00:00,1408000,1408000,1400000,1400000,10
2021.03.13,14:00:00,1396000,1396000,1389000,1389000,19
2021.03.14,10:00:00,1373000,1373000,1370000,1370000,4
2021.03.14,11:00:00,1373000,1408000,1372000,1408000,20
2021.03.14,12:00:00,1415000,1418000,1410000,1410000,9
2021.03.14,13:00:00,1414000,1414000,1414000,1414000,1
2021.03.14,14:00:00,1403000,1403000,1400000,1400000,187
2021.03.15,12:00:00,1400000,1411000,1397000,1411000,9
2021.03.15,13:00:00,1410000,1411000,1403000,1403000,9
2021.03.15,14:00:00,1409000,1410000,1399000,1399000,16
2021.03.16,10:00:00,1410000,1410000,1400000,1400000,7
2021.03.16,11:00:00,1402000,1402000,1399000,1399000,24
2021.03.16,12:00:00,1400000,1400000,1400000,1400000,1
2021.03.16,13:00:00,1410000,1411000,1409000,1411000,4
2021.03.16,14:00:00,1412000,1417000,1400000,1400000,37
2021.03.17,10:00:00,1400000,1400000,1400000,1400000,1
2021.03.17,11:00:00,1419000,1419000,1406000,1406000,80
2021.03.17,12:00:00,1406000,1409000,1406000,1409000,4
2021.03.17,14:00:00,1409000,1409000,1409000,1409000,7
2021.03.18,10:00:00,1402000,1405000,1402000,1405000,21
2021.03.18,12:00:00,1407000,1407000,1407000,1407000,3
2021.03.18,14:00:00,1425000,1425000,1406000,1406000,233
2021.03.25,10:00:00,1396000,1396000,1395000,1395000,8
2021.03.25,11:00:00,1424000,1424000,1424000,1424000,4
2021.03.25,14:00:00,1420000,1420000,1420000,1420000,6
2021.03.27,10:00:00,1432000,1432000,1432000,1432000,2
2021.03.27,12:00:00,1410000,1420000,1410000,1420000,7
2021.03.27,13:00:00,1421000,1425000,1421000,1425000,4
2021.03.27,14:00:00,1426000,1426000,1426000,1426000,4
2021.03.28,10:00:00,1444000,1444000,1395000,1440000,12
2021.03.28,12:00:00,1411000,1429000,1411000,1429000,6
2021.03.28,13:00:00,1427000,1430000,1427000,1430000,9
2021.03.28,14:00:00,1430000,1430000,1430000,1430000,25
2021.03.30,10:00:00,1432000,1432000,1429000,1429000,6
2021.03.30,11:00:00,1428000,1428000,1428000,1428000,3
2021.03.30,12:00:00,1428000,1429000,1425000,1425000,11
2021.03.30,13:00:00,1428000,1429000,1426000,1429000,24
2021.03.30,14:00:00,1429000,1430000,1427000,1429000,49
2021.03.31,10:00:00,1446000,1446000,1429000,1439000,20
2021.03.31,11:00:00,1432000,1439000,1432000,1439000,8
2021.03.31,14:00:00,1435000,1444000,1427000,1444000,51
2021.04.03,10:00:00,1459000,1459000,1426000,1452000,10
2021.04.03,12:00:00,1446000,1446000,1446000,1446000,2
2021.04.03,13:00:00,1437000,1444000,1437000,1444000,6
2021.04.03,14:00:00,1444000,1449000,1440000,1445000,42
2021.04.04,10:00:00,1431000,1445000,1430000,1445000,15
2021.04.04,11:00:00,1443000,1448000,1436000,1448000,66
2021.04.04,12:00:00,1448000,1449000,1443000,1443000,10
2021.04.04,13:00:00,1444000,1447000,1432000,1433000,56
2021.04.04,14:00:00,1434000,1434000,1425000,1425000,99
2021.04.05,10:00:00,1421000,1422000,1418000,1418000,10
2021.04.05,11:00:00,1425000,1425000,1425000,1425000,3
2021.04.05,12:00:00,1425000,1425000,1420000,1420000,4
2021.04.05,13:00:00,1429000,1443000,1425000,1443000,35
2021.04.05,14:00:00,1436000,1450000,1433000,1447000,94
2021.04.06,10:00:00,1470000,1490000,1470000,1488000,22
2021.04.06,11:00:00,1470000,1480000,1470000,1480000,6
2021.04.06,12:00:00,1481000,1493000,1481000,1493000,26
2021.04.06,13:00:00,1495000,1497000,1494000,1497000,18
2021.04.06,14:00:00,1497000,1500000,1495000,1500000,35
2021.04.07,10:00:00,1480000,1492000,1480000,1492000,37
2021.04.07,11:00:00,1492000,1520000,1492000,1518000,50
2021.04.07,12:00:00,1516000,1521000,1509000,1519000,112
2021.04.07,13:00:00,1517000,1519000,1505000,1505000,40
2021.04.07,14:00:00,1505000,1518000,1505000,1518000,85
2021.04.08,11:00:00,1524000,1527000,1520000,1520000,6
2021.04.08,13:00:00,1520000,1520000,1511000,1511000,2
2021.04.08,14:00:00,1510000,1510000,1489000,1497000,25
2021.04.10,12:00:00,1500000,1512000,1500000,1510000,5
2021.04.10,13:00:00,1492000,1501000,1489000,1501000,9
2021.04.10,14:00:00,1500000,1504000,1500000,1504000,13
