Less than %d %% of Walk-Forward runs were profitable;Mniej niż %d %% biegów Walk-Forward było dochodowych ;;
More than %d %% of Walk-Forward runs were profitable;Więcej niż %d %% biegów Walk-Forward było dochodowych ;;
Initial Optimization period contributed to more than %d %% of profits;Okres początkowy optymalizacji przyczynił się do ponad %d %% zysków ;;
Run # %d contributed to more than %d %% of profits;Bieg # %d przyczynił się do ponad %d %% zysków ;;
No individual period contributed to more than %d %% of profits;Ani jeden poszczególny okres nie przyczynił się do więcej niż %d %% zysków ;;
Initial Optimization period had drawdown bigger than %d %% of initial capital;Okres początkowy optymalizacji zaksięgował większą stratę niż %d %% kapitału początkowego ;;
Run # %d had drawdown bigger than %d %% of initial capital;Bieg # %d zaksięgował większą stratę niż %d %% kapitału początkowego ;;
No run had drawdown bigger than  %d %% of initial capital;Ani jeden bieg nie zaksięgował większej straty niż %d %% kapitału początkowego ;;
Initial Optimization period had less than %d trades;Podczas Początkowego okresu optymalizacji przebiegło mniej niż %d transakcji ;;
Run # %d had less than %d trades;Bieg # %d miał mniej niż %d transakcji ;;
All runs had more than required %d number of trades;Wszystkie biegi miały więcej niż wymaganą %d liczbę transakcji ;;
Cannot generate valid candidates under these conditions.\nPlease check your Task.settings.;W danych warunkach nie można wygenerować rzetelnych kandydatów.\nProszę sprawdzić Ustawienia.zadań. ;;
TestEngine Exception: ;Wyłączenie TestEngine: ;;
Walk-Forward results;Wyniki Walk-Forward ;;
Walk-Forward result;Wynik Walk-Forward ;;
Some strategy(s) cannot be loaded - corrupted file(s)?;Nie można załadować strategię (lub niektórych strategii). Uszkodzony plik (pliki)? ;;
List of unloaded strategies;Lista niezaładowanych strategii ;;
Load;Ładowanie ;;
Recover %s(s);Odzyskane %s(s) ;;
Move strategy(s) to Retest;Przenieś strategię (strategie) do Retestu ;;
Save strategy(s);Zapisz strategię (strategie) ;;
Creating random generation 1;Tworzenie losowej generacji 1 ;;
Generation;Generacja ;;
Price Values;Cenowe Wartości ;;
Price Ranges;Cenowe Zakresy ;;
Operators;Operatory ;;
Indicators;Wskaźniki ;;
Other;Inne ;;
Candle Patterns;Formacje Świecowe ;;
Simple Rules;Proste Reguły ;;
Maximum Trades Per Day;Maksymalna Dzienna Liczba Transakcji ;;
Maximum allowed trades per day, 0 means there is no limit.;Maksymalna dozwolona dzienna liczba transakcji, 0 oznacza, że ??nie ma limitu. ;;
Maximum Total Trades;Maksymalna Liczba Transakcji ;;
Maximum allowed total trades. It must be non-zero, the maximum value is 50.000.;Maksymalna dozwolona liczba transakcji. Podana wartość musi być nie-zerowa, wartość maksymalna to 50.000. ;;
Replace Pending Orders;Zastąp Zlecenia Oczekujące ;;
If true (recommended), the pending order is replaced with the new one when there is a new signal.;Jeśli to prawda (zalecana opcja), zlecenie oczekujące zostanie zastąpione nowym, gdy pojawi się nowy sygnał. ;;
Limit Signals to Time Range;Ogranicz Sygnały do ??Zakresu Czasowego ;;
Limit taking signals to a time range specified below.;Ogranicz pobieranie sygnałów do zakresu czasowego zdefiniowanego poniżej. ;;
Time Range From;Zakres Czasowy Od ;;
Time range for taking signals - from time;Zakres czasowy do pobierania sygnałów - od czasu ;;
Time Range To;Zakres Czasowy Do ;;
Time range for taking signals - to time;Zakres czasowy do pobierania sygnałów - do czasu ;;
Exit At End Of Range;Zamknij Na Końcu Zakresu ;;
Close all positions at end of the signals time range ?;Zamknąć wszystkie pozycje na końcu zakresu czasowego sygnałów ? ;;
Exit At End Of Day;Zamknij Na Końcu Dnia ;;
Close all positions at end of the day ?;Zamknąć wszystkie pozycje na koniec dnia ? ;;
Exit On Friday;Zamknij W Piątek ;;
Close all positions in the end of the week (Friday) ?;Zamknąć wszystkie pozycje pod koniec tygodnia (piątek) ? ;;
Loading additional data;Ładowanie dodatkowych danych ;;
Elite count must be non-negative and less than population size.;Liczba elit nie może być negatywna i mniejsza od wielkości populacji. ;;
At least one TerminationCondition must be specified.;Co najmniej jeden WarunekUkończenia musi być zdefiniowany. ;;
Decimating the initial population to the target size;Zdziesiątkowanie populacji początkowej do wielkości docelowej. ;;
Stopping;Zatrzymanie ;;
Starting again;Ponowne rozpoczynanie ;;
Pause;Wstrzymaj ;;
Pausing;Wstrzymywanie ;;
Resume;Wznów ;;
DONE in ;ZROBIONE w ;;
Compute portfolio;Oblicz portfolio ;;
Error!!! Unable to create Portfolio!;Błąd!!! Nie można zbudować portfela! ;;
AD;AD ;;
P;P ;;
RT;RT ;;
Used (from Databank);Użyte (z Bazy danych) ;;
Used (previous generation);Użyte (poprzednia generacja) ;;
Generated new;Wygenerowano nowy ;;
Generated random candidate;Wygenerowano losowego kandydata ;;
dismissed, reason;odwołano, powód ;;
OK;OK ;;
Strategy doesn't produce any trades;Strategia nie generuje żadnych transakcji ;;
Invalid exit rules;Nieprawidłowe reguły wyjścia ;;
Strategy is worse than original.;Strategia jest gorsza od oryginalnej. ;;
Fitness;Kondycja ;;
Strategy with exactly the same orders found in Databank;W Bazie Danych znaleziono Strategię o tych samych zleceniach ;;
Optimization Parameters;Parametry optymalizacji ;;
Note;Notatka ;;
Strategy generation;Generowanie strategii ;;
Fitness rank;Stopień kondycji ;;
In sample;In sample ;;
Symbol on which te test was made;Symbol, na którym wykonano test ;;
TF;Interwał czasowy ;;
Timeframe on which te test was made;Interwał czasowy, na którym wykonano test ;;
Net profit;Zysk netto ;;
# of trades;# z transakcji ;;
Number of trades;Ilość transakcji ;;
% Wins;% Wygranych ;;
Percentage of winning trades;Procent zwycięskich transakcji ;;
Profit factor;Współczynnik zysku ;;
Stability;Stabilność ;;
Stability - how straight is the equity curve;Stabilność - jak prostolinijna jest krzywa kapitału ;;
Symmetry;Symetria ;;
How symmetrical are the results between Long and Short side?;Wielkość symetrii między wynikami na Long i na Short stronę ;;
Drawdown;Obsunięcie ;;
Max DD %;Maksymalne DD % ;;
Maximum Percentage Drawdown;Maksymalne Obsunięcie w Procentach ;;
Win/Loss ratio;Proporcja Win/Loss ;;
Ret/DD Ratio;Ret/DD Ratio ;;
Return / Drawdown Ratio;Stosunek zysku do spadku wartości ;;
Avg. Win;Średnia Wygrana ;;
Avegare Winning Trade;Średnia wielkość dochodowej transakcji ;;
Avg. Loss;Średnia Przegrana ;;
Average Losing Trade;Średnia wielkość stratnej transakcji ;;
Avg. Bars Win;Średnia Zyskownych Słupków ;;
Average Bars In Trade for Winner;Średnia ilość słupków w zyskownych transakcjach  ;;
Avg. Bars Loss;Średnia Stratnych Słupków ;;
Average Bars In Trade for Loser;Średnia ilość słupków w stratnych transakcjach  ;;
Avg. Bars in Trade;Średnia Ilość Słupków ;;
Average Bars In Trade;Średnia ilość słupków w transakcji ;;
Exposure;Ekspozycja ;;
(# bars in all positions / total # bars in the sample);(# słupków we wszystkich transakcjach / wszystkich # słupków w próbce) ;;
Average Trade;Średnia Transakcja ;;
Payout Ratio;Współczynnik (Payout Ratio) ;;
(Avg Win/Loss);(Średnia Zysk/Strata) ;;
# of Wins;# Zyskownych ;;
Number of Wins;Liczba zyskownych transakcji ;;
# of Losses;# Stratnych ;;
Number of Losses;Liczba stratnych transakcji ;;
Gross Profit;Zysk Brutto ;;
Gross Loss;Strata Brutto ;;
Largest Win;Najbardziej zyskowna transakcja ;;
Largest Loss;Najbardziej stratna transakcja ;;
Max Consec Wins;Najwięcej sukcesywnych zyskownych transakcji ;;
Max Consec Loss;Największa strata w rzędzie ;;
Max Consec Losses;Najwięcej sukcesywnych stratnych transakcji ;;
Avg. Consec Wins;Średnia Ilość sukcesywnych Zysków ;;
Average Consec Wins;Średnia ilość sukcesywnych zyskownych transakcji ;;
Avg. Consec Loss;Średnia Ilość sukcesywnych Strat ;;
Average Consec Loss;Średnia ilość sukcesywnych stratnych transakcji ;;
Stagnation;Stagnacja ;;
Stagnation in Days;Ilość dni w stagnacji ;;
% Stagnation;% Stagnacja ;;
Stagnation in % from total days;Stagnacja w % od całkowitej liczby dni ;;
Degrees Of Freedom;Stopnie Niezależności ;;
AHPR;AHPR ;;
Sharpe Ratio;Wskaźnik Sharpe'a ;;
Expectancy;Oczekiwanie ;;
SQN;SQN ;;
System Quality Number;Numer Jakości Systemu (SQN) ;;
SQN Score;Rezultat SQN ;;
System Quality Number Score;Rezultat Numeru Jakości Systemu (SQN) ;;
R-Expectancy;R-Oczekiwanie ;;
R Expectancy;R-Oczekiwanie ;;
R-Expectancy Score;Rezultat R-Oczekiwań ;;
R Expectancy Score;Rezultat R-Oczekiwań ;;
Annual % Return/Max DD %;Roczny zwrot %/Maks. Obsunięcie % ;;
Annual % Return/Max DD;Roczny zwrot %/Maks. Obsunięcie ;;
Annual % Return;Roczny zwrot w % ;;
Annual Percentage Return;Roczny zwrot w procentach ;;
Standard Dev;Odchylenie standardowe ;;
Z-Probability;Z-Prawdopodobieństwo ;;
Z-Score;Z-Rezultat ;;
Avg Daily Profit;Średni Dzienny Zysk ;;
Avg Monthly Profit;Średni Miesięczny Zysk ;;
Avg Yearly Profit;Średni Roczny Zysk ;;
Out of sample;Out of sample ;;
Percentage Drawdown;Spadek procentowy ;;
Complexity;Złożoność ;;
Portfolio;Portfolio ;;
Robustness Tests;Testy odporności ;;
Additional Data;Dodatkowe dane ;;
System Quality Number Score(Additional Data);Rezultat Numeru Jakości Systemu(Dodatkowe dane) ;;
This functionality is not available in Starter edition.;W wersji Starter programu ta funkcja nie jest dostępna. ;;
Are you sure you want to exit? All the unsaved data will be lost.;Czy na pewno chcesz wyjść z programu? Wszystkie niezapisane dane będą utracone. ;;
User Confirmation;Potwierdzenie użytkownika ;;
Licensed to;Licencjonowane do ;;
TRIAL version;Wersja TRIAL ;;
PARTNER EVALUATION version;Wersja PARTNER EVALUATION ;;
Application started;Aplikacja została uruchomiona ;;
Load settings;Załaduj ustawienia ;;
Save settings;Zapisz ustawienia ;;
Create strategy;Utwórz strategię ;;
Load strategy;Załaduj strategię ;;
Load strategies;Załaduj strategie ;;
Run tests;Uruchom testy ;;
Progress;Postęp ;;
Settings;Ustawienia ;;
Results;Wyniki ;;
Home;Strona główna ;;
Data<br>Manager;Menedżer<br>Danych  ;;
Manage history data;Zarządzaj danymi historycznymi ;;
Build<br>strategies;Buduj<br>strategie ;;
Generate new trading strategies;Generuj nowe strategie handlowe ;;
Retest<br>strategies;Przetestuj ponownie<br>strategie ;;
Retest existing strategies on another symbol or timeframe;Ponownie przetestuj istniejące już strategie na innym symbolu lub interwale czasowym ;;
Improve<br>strategies;Usprawnij<br>strategie ;;
Improve existing strategy;Usprawnij już istniejącą strategię ;;
Optimizer;Usprawnianie ;;
File;Plik ;;
Load Settings;Załaduj Ustawienia ;;
Save Settings;Zapisz Ustawienia ;;
Load Strategies;Załaduj Strategie ;;
View;Widok ;;
Language;Język ;;
Theme;Motyw ;;
Tools;Narzędzia ;;
Data Manager;Menedżer Danych ;;
Options;Opcje Programu ;;
Help;Pomoc ;;
Help - PDF Users Guide;Pomoc - Instrukcja Obsługi w PDF ;;
What's New;Nowe Funkcje Programu ;;
Website;Strona Internetowa ;;
About;O Nas ;;
Selected language is %s.;Wybrany język to język %s. ;;
Change will take effect when you restart the application.;Ta zmiana zacznie obowiązywać po ponownym uruchomieniu programu. ;;
Language Change;Zmiana Języka ;;
Strategy files;Pliki strategii ;;
Generator settings;Ustawienia generatora ;;
Please select correct file!;Proszę wybrać poprawny plik! ;;
Load error;Błąd ładowania ;;
There was some problem loading the settings!;Wystąpił problem podczas ładowania ustawień! ;;
Please specify correct file!;Proszę podać poprawny plik! ;;
Save error;Podczas zapisywania wystąpił błąd ;;
Cannot write to '%s', it is write-protected. Try to save into another directory.;Nie można zapisywać do '%s', gdyż folder ten chroniony jest przed zapisem. Spróbuj zapisać plik w innym katalogu. ;;
Access Denied;Odmowa Dostępu ;;
There was some problem saving the settings!;Podczas zapisywania ustawień wystąpił błąd! ;;
Test Panel;Panel Testowy ;;
The program installation directory '%s' is read-only!;Katalog instalacyjny programu '%s’ jest tylko do odczytu! ;;
StrategyQuant will not work correctly, because it wouldn't be able to write changes to settings or database.;StrategyQuant nie będzie działać poprawnie, ponieważ nie będzie w stanie zapisać zmian w ustawieniach lub bazie danych. ;;
Please reinstall StrategyQuant to a normal directory, like C:\\Trading or C:\\StrategyQuant.;"Proszę zainstalować StrategyQuant ponownie; w normalnym katalogu takim jak C:\\Trading albo C:\\StrategyQuant. ";;
Installation Error?;Błąd Instalacji? ;;
Program probably crashed last time, there were some temporary strategies found and recovered from the temporary directory.;Ostatnio program prawdopodobnie zawiesił się, w katalogu tymczasowym znaleziono tymczasowe strategie i odzyskano je. ;;
Click Yes to load these recovered strategies.;Kliknij przycisk Tak, aby załadować odzyskane strategie. ;;
If you choose No, the recovered strategies will be dismissed and lost forever!;Jeśli wybierzesz Nie, odzyskane strategie zostaną odrzucone i utracone na zawsze! ;;
Confirm data recovery;Potwierdź odzyskiwanie danych ;;
Task;Zadanie ;;
Auto scroll log;Dziennik automatycznego przewijania ;;
Clear log;Wyczyść plik dziennika ;;
Perform Memory Cleanup;Wykonaj Czyszczenie Pamięci ;;
Strategies Build Mode;Tryb Budowania Strategii ;;
Random Generation;Losowe Generowanie ;;
Genetic Evolution;Ewolucja Genetyczna ;;
evolution of strategies from initial population using genetic programming;ewolucja strategii od populacji początkowej za pomocą programowania genetycznego ;;
random generation of strategies, without the evolution;losowe generowanie strategii, bez ewolucji ;;
Start;Uruchom ;;
Stop;Zatrzymaj ;;
Databank;Baza danych ;;
Build new trading strategies;Buduj nowe strategie handlowe ;;
You have to select some Robustness Testing Methods when you checked to use Robustness Testing;Jeśli zaznaczyłeś, aby użyć testów odporności, musisz wskazać, które mają być wykonane ;;
You have to select some symbol (in Data tab) for testing!;Aby testować, musi być wybrany symbol (w karcie Dane)! ;;
Generation error;Błąd generowania ;;
You have to select Start and End date (in Data tab) for testing!;Aby testować, musi być wskazana data rozpoczęcia i zakończenia (na karcie Dane)! ;;
Make sure you have at least one system in the Databank if you want to use selected systems in as an initial population!;Proszę upewnić się, że w bazie danych znajduje się co najmniej jeden system, w przeciwnym wypadku nie będą mogły być wykorzystane jako populacja początkowa! ;;
Initial population has to be %d but there are only %d strategies in the Databank.;Populacji początkowej musi być %d, jednak w bazie danych występuje tylko %d strategii. ;;
Do you want to randomly generate the rest of the initial population?;Czy reszta populacji początkowej ma zostać losowo wygenerowana? ;;
If you choose NO, the generation will be cancelled.;Jeśli zostanie wybrana opcja NIE, generowanie zostanie anulowane. ;;
Not enough strategies for initial population;Za mała liczba strategii, aby stworzyć populację początkową ;;
"There is a problem in Settings - Building Blocks.\nIf you want to use \""Stop or Limit Order\"", you have to select at least one price value or indicator (EMA, Open, High, Low, Close, etc.)";"Wystąpił błąd w ustawieniach - Bloki Konstrukcyjne.\nJeśli chcesz użyć \""Stop or Limit Order\"", musisz wybrać co najmniej jedną wartość ceny lub wskaźnik (EMA, Open, High, Low, Close, etc.) ";;
Or please disable the use of Limit Order.;Lub wyłącz stosowanie Zlecenia typu Limit. ;;
"There is a problem in Settings - Building Blocks.\nIf you want to use \""Stop or Limit Order\"", you have to select at least one price range indicator (ATR, True Range, Price Difference)";"Wystąpił błąd w ustawieniach - Bloki Konstrukcyjne.\nJeśli chcesz użyć \""Stop or Limit Order\"", musisz wybrać co najmniej jeden wskaźnik zakresu cenowego (ATR, True Range, Price Difference) ";;
"There is a problem in Settings - Building Blocks.\nIf you want to use \""(PRICE_DIFF) Price Difference\"", you have to select at least one price value or indicator (EMA, Open, High, Low, Close, etc.)";"Wystąpił błąd w ustawieniach - Bloki Konstrukcyjne.\nJeśli chcesz użyć \""(PRICE_DIFF) Price Difference\"", musisz wybrać co najmniej jedną wartość ceny lub wskaźnik (EMA, Open, High, Low, Close, etc.) ";;
Or please disable the use of Price Difference.;Lub wyłącz stosowanie Różnicy Cenowej. ;;
There is a problem in Settings - Building Blocks.\nYou have to choose at least one order type node - either Market or Stop/Limit!;Wystąpił błąd w ustawieniach - Bloki Konstrukcyjne.\nMusisz wybrać co najmniej jeden typ zlecenia - albo Market albo Stop/Limit! ;;
Symbol '%s' doesn't have frame timeframe data, you can use only %s timeframe!;Symbol '%s' nie ma frame danych interwału czasowego, możesz użyć tylko %s interwał czasowy! ;;
Warning;Ostrzeżenie ;;
Symbol '%s' doesn't have minute data, you can use only Selected Timeframe or Trade on Bar Open test precision!;Symbol '%s' nie zawiera danych minutowych. Test można przeprowadzić tylko z dokładnością Wybranego Interwału Czasowego lub na Otwarciu Słupka! ;;
Symbol '%s' doesn't have tick data, you can use only Tick simulation test precision!;Symbol '%s' nie zawiera danych tickowych. Można przeprowadzić tylko test z dokładnością Symulacji ticków! ;;
There is a problem in Settings - Building Blocks.\nYou set the Profit Target to be required, but you didn't check Profit Target in Building Blocks.;Wystąpił błąd w Ustawieniach - Bloki Konstrukcyjne.\nUstawiono, aby wymagany był Profit Target, ale nie został on wybrany w ustawieniach Bloków Konstrukcyjnych. ;;
Please select Profit Target in Building Blocks \nor disable Profit Target requirement in Strategy Options.;Proszę wybrać Profit Target w Blokach Konstrukcyjnych \nie wyłączając wymagania Profit Targetu w Opcjach Strategii. ;;
There is a problem in Settings - Building Blocks.\nYou set the Stop Loss to be required, but you didn't check Stop Loss in Building Blocks.;Wystąpił błąd w Ustawieniach - Bloki Konstrukcyjne.\nUstawiono, aby wymagany był Stop Loss, ale nie został on wybrany w ustawieniach Bloków Konstrukcyjnych. ;;
Please select Stop Loss in Building Blocks \nor disable Stop Loss requirement in Strategy Options.;Proszę wybrać Profit Target w Blokach Konstrukcyjnych \nie wyłączając wymagania Stop Lossu w Opcjach Strategii. ;;
