Import exception;Excepción en la importación;;
Import file has different timeframe than the symbol whereyou want to import it!;ˇEl archivo de importación tiene un marco temporal diferente al del símbolo donde desea importarlo!;;
Exception during import: Cannot load first and last date, bad file format?;Excepción durante la importación: No se puede cargar la primera y la última fecha,żformato de archivo incorrecto?;;
The imported data will create a gap of %d days if added to the current history data for this symbol.;Los datos importados crearán un espacio de %d días si se agregan a los datos de historial actuales para este símbolo.;;
Do you really want to proceed with the import?;żRealmente quiere proceder con la importación?;;
Confirm data gap;Confirmar la falta de datos;;
Old data file '%s' already exists and cannot be deleted, cannot import data!;Un viejo archivo de datos '%s' ya existe y no puede ser eliminado, ˇNo se pueden importar datos!;;
Columns count is not equal!;ˇEl recuento de columnas no es igual!;;
Importing the data file;Importación del archivo de datos;;
Import Custom Indicator Data error;Error en la importación de datos del Indicador Personalizado;;
File type is not data.;El tipo de archivos no es de datos.;;
DAT file is damaged!;ˇEl archivo DAT está dańado!;;
Loading daily TF data;Cargando datos marco temporal diario;;
Daily TF records loaded;Registros marco temporal diario cargados;;
Loading main TF data;Cargando principales marcos temporales;;
Main TF records loaded;Registros principales marcos temporales cargados;;
Loading lowest available data;Cargando datos disponibles más pequeńos;;
Base TF records loaded;Registros marcos temporales base cargados;;
Databank is not empty!\n Do you want to delete strategies from the Databank?;ˇEl Banco de Datos no está vacío!\n Desea elminar estrategias del Banco de Datos?;;
By clicking Yes you will delete these strategies.;Al hacer clic en Sí, eliminará estas estrategias.;;
By clicking No you will keep the strategies in the Databank and the newly generated strategies will be added to the list.;Al hacer clic en No, mantendrá las estrategias en el Banco de Datos y las estrategias recién generadas se agregarán a la lista.;;
By clicking Cancel you'll stop the generation.;Al hacer clic en Cancelar, detendrá la generación.;;
Confirm continue with the build;Confirmar continuar con la construcción;;
Too deep recursion reached. Most probably the selected Building Blocks are not enough to create a valid strategy.;La profundidad de iteración ha sido alcanzada. Lo más probable es que los Bloques de Construcción seleccionados no sean suficientes para crear una estrategia válida.;;
Please check the settings of Building Blocks and add some more of them.;Compruebe la configuración de los Bloques de Construcción y agregue algunos más.;;
Cannot generate valid initial candidates under these conditions.\nPlease check the settings of Building Blocks\nand Initial Population Parameters.;No se pueden generar candidatos válidos en estas condiciones.\nPor favor, compruebe la configuración de los Bloques de Construcción\ny los Parámetros de la Población Inicial.;;
Cannot generate valid candidates under these conditions.\nPlease check the settings of Building Blocks.;No se pueden generar candidatos válidos en estas condiciones.\nPor favor, compruebe la configuración de los Bloques de Construcción;;
Cannot create custom incicator like this!;ˇNo se puede crear un indicador personalizado como este!;;
Cannot generate valid initial candidates under these conditions - reason 2.\nPlease check the settings of Building Blocks\nand Initial Population Parameters.;No se pueden generar candidatos iniciales válidos en estas condiciones, razón 2. \ nPor favor, compruebe la configuración de los Bloques de Construcción \ ny Parámetros Iniciales de Población.;;
Population Generation Error;Error en la Generación de la Población;;
Strategy '%s' contains custom indicator '%s', but this custom indicator\ncannot be found in the supported indicators list for this symbol and timeframe!;La estrategia '% s' contiene el indicador personalizado '% s', pero este indicador personalizado \ no se puede encontrar en la lista de indicadores admitidos para este símbolo y marco temporal.;;
Error loading data;Error al cargar datos;;
Loading data;Cargando datos;;
Loading data failed!;ˇCarga de datos fallida!;;
There is a problem in Settings - Strategy Options.\nThe setting for Maximum ATR Multiple is too small, the PT/SL based on ATR would be always smaller than allowed Minimum SL/PT!;Hay un problema en: Configuración - Opciones de estrategia. \ NˇLa configuración para el Múltiplo Máximo ATR es demasiado pequeńa, el PT / SL basado en ATR sería siempre más pequeńo que lo permitido!;;
Please either increase Maximum ATR Multiple or decrease Minimum SL/PT.;Aumente el Múltiplo Máximo ATR o disminuya el Mínimo SL/PT.;;
Configuration error;Error de configuración;;
There is a problem in Settings - Strategy Options.\nThe setting for Minimum ATR Multiple is too big, the PT/SL based on ATR would be always bigger than allowed Maximum SL/PT!;Hay un problema en: Configuración - Opciones de estrategia. \ NˇLa configuración para el Múltiplo Mínimo ATR es demasiado grande, el PT/SL basado en el ATR siempre será mayor que el SL/PT máximo permitido.;;
Please either decrease Minimum ATR Multiple or increase Maximum SL/PT.;Por favor, disminuya el múltiple ATR mínimo o aumente el SL/PT máximo.;;
Data loaded;Datos cargados;;
Starting Random Generation of Strategies;Iniciando la Generación Aleatoria de Estrategias;;
Error during backtesting, strategy skipped. Check log file for more information.;Error durante el backtesting, estrategia omitida. Verifique el archivo de registro para más información.;;
GENERATING THIS;GENERANDO ESTO;;
TESTING ORIGINAL STRATEGY;PROBANDO ESTRATEGIA ORIGINAL;;
SKIPPED, strategy not compatible with On Bar Open test precision.;OMITIDO, estrategia no compatible con la prueba de precisión sobre Apertura Barra.;;
Error when testing %s, strategy skipped. Check log file for more information.;Error al probar% s, estrategia omitida. Verifique el archivo de registro para más información.;;
Starting Genetic Evolution;Iniciando Evolución Genética;;
Evolution cancelled - Fitness stagnation - Starting evolution again;Evolución cancelada - Estancamiento de la aptitud - Comenzar nuevamente la evolución;;
Evolution finished - Starting evolution again;Evolución finalizada - Comenzando nuevamente la evolución;;
It was not possible to allocate enough memory for all the history data. Please reduce the number of symbols loaded or their precision.;No fue posible asignar suficiente memoria para todos los datos del historial. Por favor, reduzca la cantidad de símbolos cargados o su precisión.;;
Not Enough Moemory;No hay memoria suficiente;;
Starting;Iniciando;;
Precision;Precisión;;
OOS;OOS;;
Data history;Datos históricos;;
Robustness Test settings error;Error de configuración en prueba de robustez;;
Starting Strategies Testing;Iniciando Estrategias de Prueba;;
dismissed, reason: %s;rechazado, razón: %s;;
Testing;Pruebas;;
Cannot generate valid candidates under these conditions.\nPlease check your settings.;No se pueden generar candidatos válidos bajo estas condiciones. \ NPor favor, verifique su configuración.;;
TestEngine Exception: %s;Excepción del motor de prueba: %s;;
Loading main data;Cargando datos principales;;
Not Enough Memory;No hay memoria suficiente;;
Cannot perform cross-over with different length parents.;No se puede realizar el cruce con diferentes longitudes de padres.;;
Misconfiguration of values for '%s'. Start: %f, Stop: %f, Step: %f;Configuración incorrecta de valores para '%s'. Inicio: %f, Stop: %f, Paso: %f;;
Misconfiguration (too many steps) of values for '%s'. Start: %f, Stop: %f, Step: %f;Configuración incorrecta (demasiados pasos) de valores para '%s'. Inicio: %f, Stop: %f, Paso: %f;;
Evaluation skipped;Evaluación omitida;;
Total profit;Beneficio total;;
Walk-Forward Efficiency < %d %%. The system performs with rate less than %d %% of results achieved by optimization part.;Eficiencia de Walk-Forward <% d %%. El sistema funciona con una tasa inferior al% d %% de los resultados logrados por la parte de optimización.;;
Walk-Forward Efficiency > %d %%. The system is likely to perform at rate %d %% or better of results achieved by optimization;Eficiencia de Walk-Forward>% d %%. Es probable que el sistema funcione a la tasa % d %% o mejor que los resultados logrados por la optimización;;
Less than %d %% of Walk-Forward runs were profitable;Menos del %d %% de las ejecuciones Walk-Forward fueron rentables;;
More than %d %% of Walk-Forward runs were profitable;Más del %d %% de las ejecuciones Walk-Forward fueron rentables;;
Initial Optimization period contributed to more than %d %% of profits;El período inicial de optimización contribuyó en más del %d %% de ganancias;;
Run # %d contributed to more than %d %% of profits;La serie # %d contribuyó en más del %d %% de ganancias;;
No individual period contributed to more than %d %% of profits;Ningún período individual contribuyó en más del %d %% de ganancias;;
Initial Optimization period had drawdown bigger than %d %% of initial capital;El período inicial de optimización tuvo una reducción superior al %d %% del capital inicial;;
Run # %d had drawdown bigger than %d %% of initial capital;La serie # %d tenía un drawdown mayor al %d %% del capital inicial;;
No run had drawdown bigger than  %d %% of initial capital;Ninguna serie tuvo una reducción superior al %d %% del capital inicial;;
Initial Optimization period had less than %d trades;El período inicial de optimización tuvo menos del %d de operaciones;;
Run # %d had less than %d trades;La serie # %d tenía menos del %d de operaciones;;
All runs had more than required %d number of trades;Todas las series tuvieron un  %d más del número de operaciones requeridas;;
Cannot generate valid candidates under these conditions.\nPlease check your Task settings.;No se pueden generar candidatos válidos bajo estas condiciones. \ NPor favor, compruebe su Configuración de Tareas.;;
TestEngine Exception: ;Excepeción del motor de prueba: ;;
Walk-Forward results;Resultados Walk-Forward;;
Walk-Forward result;Resultado Walk-Forward;;
Some strategy(s) cannot be loaded - corrupted file(s)?;Algunas estrategias no se pueden cargar: żarchivo (s) corrupto (s)?;;
List of unloaded strategies;Lista de estrategias descargadas;;
Load;Carga;;
Recover %s(s);Recuperar %s(s);;
Move strategy(s) to Retest;Mover estrategia(s) a Retesteo;;
Save strategy(s);Guardar estrategia(s);;
Creating random generation 1;Creando generación aleatoria 1;;
Generation;Generación;;
Price Values;Valor del Precio;;
Price Ranges;Rango de Precios;;
Operators;Operadores;;
Indicators;Indicadores;;
Other;Otro;;
Candle Patterns;Patrones de Velas;;
Simple Rules;Reglas Simples;;
Maximum Trades Per Day;Máximos Trades Por Día;;
Maximum allowed trades per day, 0 means there is no limit.;Máximos trades permitidos por día, 0 significa que no hay límite.;;
Maximum Total Trades;Máximos Trades Totales;;
Maximum allowed total trades. It must be non-zero, the maximum value is 50.000.;Máximos trades totales permitidos. Debe ser distinto de cero, el valor máximo es de 50.000;;
Replace Pending Orders;Reemplazar Órdenes Pendientes;;
If true (recommended), the pending order is replaced with the new one when there is a new signal.;Si verdadero (recomendado), la orden pendiente es reemplazada con la nueva cuando hay una nueva seńal.;;
Limit Signals to Time Range;Seńales Límite al Rango de Tiempo;;
Limit taking signals to a time range specified below.;Toma de seńales Límite a un rango de tiempo especificado debajo.;;
Time Range From;Rango de Tiempo Desde;;
Time range for taking signals - from time;Rango de tiempo para tomar seńales - a partir de;;
Time Range To;Rango de Tiempo a;;
Time range for taking signals - to time;Rango de tiempo para tomar seńales - a tiempo;;
Exit At End Of Range;Salir al Final del Rango;;
Close all positions at end of the signals time range ?;żCerrar todas las posiciones al final de las seńales de rango de tiempo?;;
Exit At End Of Day;Salir al Final del Día;;
Close all positions at end of the day ?;żCerrar todas las posiciones al final del día?;;
Exit On Friday;Salir el viernes;;
Close all positions in the end of the week (Friday) ?;żCerrar todas las posiciones al final de la semana (viernes)?;;
Loading additional data;Cargando datos adicionales;;
Elite count must be non-negative and less than population size.;El conteo Elite no debe ser negativo ni menor que el tamańo de la población.;;
At least one TerminationCondition must be specified.;Se debe especificar al menos una Condición de terminación.;;
Decimating the initial population to the target size;Disminuir la población inicial al tamańo objetivo;;
Stopping;Parando;;
Starting again;Comenzando de nuevo;;
Pause;Pausa;;
Pausing;Pausando;;
Resume;Reanudar;;
DONE in ;TERMINADO en ;;
Compute portfolio;Calcular portfolio;;
Error!!! Unable to create Portfolio!;Error!!! Incapaz de crear Portfolio!;;
AD;AD;;
P;P;;
RT;RT;;
Used (from Databank);Usado (desde Banco de Datos);;
Used (previous generation);Usado (generación previa);;
Generated new;Generado nuevo;;
Generated random candidate;Candidato aleatorio generado;;
dismissed, reason;rechazado, razón;;
OK;OK;;
Strategy doesn't produce any trades;La estrategia no produce ninguna operación;;
Invalid exit rules;Reglas de salida inválidas;;
Strategy is worse than original.;La estrategia es peor que la original.;;
Fitness;Aptitud;;
Strategy with exactly the same orders found in Databank;Estrategia encontrada exactamente con las mismas órdenes en el Banco de Datos ;;
Optimization Parameters;Parámetros de Optimizacion;;
Note;Nota;;
Strategy generation;Generación de Estrategia;;
Fitness rank;Ranking de Aptitud;;
In sample;En Muestra;;
Symbol on which te test was made;Símbolo en el que se realizó la prueba;;
TF;MT;;
Timeframe on which te test was made;Marco Temporal en el que se realizó la prueba;;
Net profit;Beneficio neto;;
# of trades;# de trades;;
Number of trades;Número de trades;;
% Wins;% Ganadoras;;
Percentage of winning trades;Porcentaje de operaciones ganadoras;;
Profit factor;Factor de beneficio;;
Stability;Estabilidad;;
Stability - how straight is the equity curve;Estabilidad: qué tan recta es la curva de equidad;;
Symmetry;Simetría;;
How symmetrical are the results between Long and Short side?;żQué tan simétricos son los resultados entre el lado Largo y el lado Corto?;;
Drawdown;Drawdown;;
Max DD %;Max DD %;;
Maximum Percentage Drawdown;Porcentaje Máximo Drawdown;;
Win/Loss ratio;Relación Ganancia/Pérdida;;
Ret/DD Ratio;Relación Ret/DD;;
Return / Drawdown Ratio;Relación Retorno/Drawdown;;
Avg. Win;Prom. Ganadoras;;
Avegare Winning Trade;Promedio Operaciones Ganadoras;;
Avg. Loss;Prom. Pérdidas;;
Average Losing Trade;Pormedio Operaciones Perdedoras;;
Avg. Bars Win;Prom. Barras Ganadoras;;
Average Bars In Trade for Winner;Promedio Barras en la operación para ser ganadora;;
Avg. Bars Loss;Prom. Barras Perdedoras;;
Average Bars In Trade for Loser;Promedio Barras en la operación para ser perdedora;;
Avg. Bars in Trade;Prom. Barras en la Operación;;
Average Bars In Trade;Promedio Barras en la Operación;;
Exposure;Exposición;;
(# bars in all positions / total # bars in the sample);(# barras en todas las posiciones / total # barras en la muestra);;
Average Trade;Operación Promedio;;
Payout Ratio;Relación de Pago;;
(Avg Win/Loss);(Prom Gan/Perd);;
# of Wins;# de Ganadoras;;
Number of Wins;Número de Ganadoras;;
# of Losses;# de Perdedoras;;
Number of Losses;Número de Perdedoras;;
Gross Profit;Beneficio Bruto;;
Gross Loss;Pérdida Bruta;;
Largest Win;Mayor Ganancia;;
Largest Loss;Mayor Pérdida;;
Max Consec Wins;Max Gan Consec;;
Max Consec Loss;Max Perd Consec;;
Max Consec Losses;Max Consec Losses;;
Avg. Consec Wins;Prom. Gan Consec;;
Average Consec Wins;Promedio Ganadoras Consecutivas;;
Avg. Consec Loss;Prom. Perd Consec;;
Average Consec Loss;Promedio Pérdidas Consecutivas;;
Stagnation;Estancamiento;;
Stagnation in Days;Estancamiento en Días;;
% Stagnation;% Estancamiento;;
Stagnation in % from total days;Estancamiento en % del total de días;;
Degrees Of Freedom;Grados de Libertad;;
AHPR;AHPR;;
Sharpe Ratio;Sharpe Ratio;;
Expectancy;Expectativa;;
SQN;SQN;;
System Quality Number;System Quality Number;;
SQN Score;SQN Puntuación;;
System Quality Number Score;System Quality Number Score;;
R-Expectancy;R-Expectativa;;
R Expectancy;R Expectancy;;
R-Expectancy Score;R-Expectativa Puntuación;;
R Expectancy Score;R - Expectativa Puntuación;;
Annual % Return/Max DD %;Retorno % Anual/Max DD %;;
Annual % Return/Max DD;Retorno % Anual/Max DD;;
Annual % Return;Retorno % Anual;;
Annual Percentage Return;Porcentaje Retorno Anual;;
Standard Dev;Standard Desv;;
Z-Probability;Z-Probabilidad;;
Z-Score;Z- Puntuación;;
Avg Daily Profit;Prom. Beneficio Diario;;
Avg Monthly Profit;Prom. Beneficio Mensual;;
Avg Yearly Profit;Prom. Beneficio Anual;;
Out of sample;Fuera de Muestra;;
Percentage Drawdown;Porcentaje Drawdown;;
Complexity;Complejidad;;
Portfolio;Portfolio;;
Robustness Tests;Pruebas de Robustez;;
Additional Data;Datos Adicionales;;
System Quality Number Score(Additional Data);System Quality Number Puntuación (Datos Adicionales);;
This functionality is not available in Starter edition.;Esta funcionalidad no está disponible en la edición Starter.;;
Are you sure you want to exit? All the unsaved data will be lost.;żSeguro que quieres salir? Todos los datos no guardados se perderán.;;
User Confirmation;Confirmación del Usuario;;
Licensed to;Licenciado para;;
TRIAL version;Versión de Prueba;;
PARTNER EVALUATION version;Versión EVALUACIÓN SOCIO;;
Application started;Aplicación Iniciada;;
Load settings;Cargar Ajustes;;
Save settings;Guardar Ajustes;;
Create strategy;Crear estrategia;;
Load strategy;Cargar estrategia;;
Load strategies;Cargar estrategias;;
Run tests;Ejecutando pruebas;;
Progress;Progreso;;
Settings;Ajustes;;
Results;Resultados Walk-Forward;;
Home;Inicio;;
Data<br>Manager;Administrador<br>Datos;;
Manage history data;Administrar datos históricos;;
Build<br>strategies;Construir<br>estrategias;;
Generate new trading strategies;Generar nuevas estrategias de trading;;
Retest<br>strategies;Retestear<br>estrategias;;
Retest existing strategies on another symbol or timeframe;Retestear las estrategias existentes con otro símbolo o marco temporal;;
Improve<br>strategies;Mejorar<br>estrategias;;
Improve existing strategy;Mejorar estrategias existentes;;
Optimizer;Optimizar;;
File;Archivo;;
Load Settings;Cargar Ajustes;;
Save Settings;Guardar Ajustes;;
Load Strategies;Cargar Estrategias;;
View;Vista;;
Language;Idioma;;
Theme;Tema;;
Tools;Herramientas;;
Data Manager;Administrador de Datos;;
Options;Opciones;;
Help;Ayuda;;
Help - PDF Users Guide;Ayuda - PDF Guía del Usuario;;
What's New;Que hay de nuevo;;
Website;Sitio Web;;
About;Acerca de;;
Selected language is %s.;El idioma seleccionado es %s.;;
Change will take effect when you restart the application.;El cambio tendrá efecto cuando reinicie la aplicación.;;
Language Change;Cambio de Idioma;;
Strategy files;Archivos de estrategia;;
Generator settings;Ajustes del Generador;;
Please select correct file!;ˇPor favor, seleccione el archivo correcto!;;
Load error;Error de carga;;
There was some problem loading the settings!;ˇHubo algún problema al cargar la configuración!;;
Please specify correct file!;ˇPor favor, especifique el archivo correcto!;;
Save error;Guardar error;;
Cannot write to '%s', it is write-protected. Try to save into another directory.;No se puede escribir en '%s', está protegido contra escritura. Intente guardar en otro directorio.;;
Access Denied;Acceso Denegado;;
There was some problem saving the settings!;ˇHubo algún problema al guardar la configuración!;;
Test Panel;Panel de Prueba;;
The program installation directory '%s' is read-only!;ˇEl directorio de instalación del programa '%s' es de solo lectura!;;
StrategyQuant will not work correctly, because it wouldn't be able to write changes to settings or database.;StrategyQuant no funcionará correctamente, porque no podrá escribir cambios en la configuración o en la base de datos.;;
Please reinstall StrategyQuant to a normal directory, like C:\\Trading or C:\\StrategyQuant.;Reinstale StrategyQuant en un directorio normal, como C: \\ Trading o C: \\ StrategyQuant.;;
Installation Error?;żError de Instalación?;;
Program probably crashed last time, there were some temporary strategies found and recovered from the temporary directory.;Probablemente el programa se bloqueó la última vez, se encontraron algunas estrategias temporales y se recuperaron del directorio temporal.;;
Click Yes to load these recovered strategies.;Haga clic en Sí para cargar estas estrategias recuperadas.;;
If you choose No, the recovered strategies will be dismissed and lost forever!;ˇSi eliges No, las estrategias recuperadas se descartarán y se perderán para siempre.;;
Confirm data recovery;Confirmar recuperación de datos;;
Task;Tarea;;
Auto scroll log;Registro de desplazamiento automático;;
Clear log;Borrar registro;;
Perform Memory Cleanup;Realizar Limpieza de Memoria;;
Strategies Build Mode;Modo Construir Estrategias;;
Random Generation;Generación Aleatoria;;
Genetic Evolution;Evolución Genética;;
evolution of strategies from initial population using genetic programming;Evolución de las estrategias de la población inicial mediante programación genética;;
random generation of strategies, without the evolution;generación aleatoria de estrategias, sin la evolución;;
Start;Iniciar;;
Stop;Parar;;
Databank;Banco de Datos;;
Build new trading strategies;Construir nuevas estrategias de trading;;
You have to select some Robustness Testing Methods when you checked to use Robustness Testing;Debe seleccionar algunos Métodos de Prueba de Robustez cuando marcó para usar Pruebas de Robustez;;
You have to select some symbol (in Data tab) for testing!;ˇTiene que seleccionar algún símbolo (en la pestańa Datos) para probar!;;
Generation error;Error de generación;;
You have to select Start and End date (in Data tab) for testing!;ˇDebe seleccionar las fechas de inicio y finalización (en la pestańa Datos) para realizar pruebas!;;
Make sure you have at least one system in the Databank if you want to use selected systems in as an initial population!;ˇAsegúrese de tener al menos un sistema en el banco de datos si desea utilizar los sistemas seleccionados como población inicial!;;
Initial population has to be %d but there are only %d strategies in the Databank.;Initial population has to be %d but there are only %d strategies in the Databank.    La población inicial debe ser %d, pero solo hay %d estrategias en el Banco de Datos.;;
Do you want to randomly generate the rest of the initial population?;żDesea generar aleatoriamente el resto de la población inicial?;;
If you choose NO, the generation will be cancelled.;Si elige NO, la generación se cancelará.;;
Not enough strategies for initial population;No hay suficientes estrategias para la población inicial;;
"There is a problem in Settings - Building Blocks.\nIf you want to use \""Stop or Limit Order\"", you have to select at least one price value or indicator (EMA, Open, High, Low, Close, etc.)";"Existe un problema en Configuración - Bloques de Construcción. \ NSi desea usar \ ""Orden Stop o Límite \"", debe seleccionar al menos un valor o indicador de precio (EMA, Apertura, Máximo, Mínimo, Cierre, etc.)";;
Or please disable the use of Limit Order.;O inhabilite el uso de la orden de límite.;;
"There is a problem in Settings - Building Blocks.\nIf you want to use \""Stop or Limit Order\"", you have to select at least one price range indicator (ATR, True Range, Price Difference)";"Existe un problema en Configuración - Bloques de Construcción. \ NSi desea utilizar \ ""Orden Stop o Límite \"", debe seleccionar al menos un indicador de rango de precios (ATR, True Range, Price Difference)";;
"There is a problem in Settings - Building Blocks.\nIf you want to use \""(PRICE_DIFF) Price Difference\"", you have to select at least one price value or indicator (EMA, Open, High, Low, Close, etc.)";"Existe un problema en Configuración - Bloques de Construcción. \ NSi desea usar \ ""(PRICE_DIFF) Price Difference \"", debe seleccionar al menos un valor o indicador de precio (EMA, Apertura, Máximo, Mínimo, Cierre, etc.";;
Or please disable the use of Price Difference.;O deshabilite el uso de la diferencia de precio.;;
There is a problem in Settings - Building Blocks.\nYou have to choose at least one order type node - either Market or Stop/Limit!;Hay un problema en Configuración - Bloques de Construcción. \ NTiene que elegir al menos un nodo de tipo de orden: Mercado o Stop / Limit.;;
Symbol '%s' doesn't have frame timeframe data, you can use only %s timeframe!;El símbolo '%s' no tiene datos del marco temporal, ˇsolo puede usar %s marco temporal!;;
Warning;Advertencia;;
Symbol '%s' doesn't have minute data, you can use only Selected Timeframe or Trade on Bar Open test precision!;El símbolo '%s' no tiene datos de minutos, solo puede usar el Marco Temporal seleccionado u operar con la ˇPrecisión de prueba sobre Apertura Barra!;;
Symbol '%s' doesn't have tick data, you can use only Tick simulation test precision!;El símbolo '%s' no tiene datos de tick, ˇpuede usar solo la precisión de prueba de simulación de Tick!;;
There is a problem in Settings - Building Blocks.\nYou set the Profit Target to be required, but you didn't check Profit Target in Building Blocks.;Existe un problema en Configuración - Bloques de Construcción. \ Nestablece que el Objetivo de Beneficio se obligatorio, pero no verificó el Objetivo de Beneficio en el Bloque de Construcción.;;
Please select Profit Target in Building Blocks \nor disable Profit Target requirement in Strategy Options.;Por favor seleccione el Objetivo de Beneficio en el Bloque de Construcción \o deshabilite el requerimiento en Opciones de Estrategia.;;
There is a problem in Settings - Building Blocks.\nYou set the Stop Loss to be required, but you didn't check Stop Loss in Building Blocks.;Existe un problema en Configuración - Bloques de Construcción. \ NHa configurado Stop Loss como obligatorio, pero no ha marcado Stop Loss en el Bloque de Construcción.;;
Please select Stop Loss in Building Blocks \nor disable Stop Loss requirement in Strategy Options.;Por favor seleccione Stop Loss en Bloques de Construcción \ o deshabilite el requisito Stop Loss en las Opciones de estrategia.;;
There is a problem in Settings.\nIf you use 'Trade on Bar Open' testing precision you cannot use Enter at Stop or Enter at Limit.;Hay un problema en la Configuración.\nsi usa la precisión de prueba de 'Trade sobre Apertura Barra' no puede usar Ingresar con Orden Stop o Límite.;;
Only Market orders are compatible with 'Trade on Bar Open' testing mode.;Solo las órdenes de Mercado son compatibles con el modo de prueba 'Trade sobre Apertura Barra'.;;
Settings error;Error de Configuración;;
"\""Limit Risk Reward Ratio (SL vs PT) to a range\"" is checked.";"\ ""La Relación Límite Riesgo Recompensa  (SL vs PT) a un rango \"" está verificada.";;
"You have to check \""Stop Loss is Required\"" and \""Profit Target is Required\"" before using it.";"Debe comprobar \ ""Stop Loss es requerido\"" y \ ""Objetivo de Beneficio es requerido\"" antes de usarlo.";;
"Limit Risk Reward Ratio (SL vs PT) - \""from\"" cannot be bigger than \""to\"".";"La relación Límite Riesgo Recompensa (SL vs PT) - \""de \"" no puede ser mayor que \ ""a \"".";;
Risk Reward Ratio value out of range.;Valor Relación Riesgo Recompensa fuera de rango.;;
"Strategy SL or PT misconfiguration: You have to check at least one option for setting \""Generate SL/PT based on\"".";"Error de configuración SL o PT de la estrategia: debe marcar al menos una opción para configurar \""Generar SL/PT basado en \"".";;
Minimum PT/SL cannot be bigger than Maximum PT/SL!;ˇEl Mínimo PT/SL no puede ser mayor al Máximo PT/SL!;;
Minimum and Maximum PT/SL must be bigger than 3 pips!;ˇEl Mínimo y Máximo PT/SL debe ser mayor a 3 pips!;;
There is a problem in Settings - Strategy Options.\nValue of 'Reserve Bars Before Testing' cannot be smaller than Maximum Period for Indicators or Price Patterns.;Hay un problema en Configuración - Opciones de Estrategia. \ NEl valor de 'Reservar Barras Antes de la Prueba' no puede ser menor que el Período Máximo para los Indicadores o los Patrones de Precio.;;
Please increase the value of Reserve Bars Before Testing.;Por favor incremente el valor de Reservar Barras Antes de la Prueba.;;
You have to add some strategies the list for testing!;ˇTiene que agregar algunas estrategias a la lista para probar!;;
Testing error;Error de prueba;;
Custom Indicator Data with this name/symbol/timeframe already exists!;ˇLos Datos del Indicador Personalizado con este nombre/símbolo/marco temporal ya existen!;;
Add Custom Indicator Data error;Agregar error de Datos del Indicador Personalizado;;
Details;Detalles;;
Automatic import settings;Configuración de importación automática;;
Parameters;Parámetros   ;;
directory;directorio;;
Symbol in MetaTrader;Símbolo en MetaTrader;;
Find;Encontrar;;
Indicator;Indicador;;
Output value to use;Valor de salida para usar;;
Edit Custom Indicator error;Editar error del Indicador Personalizado;;
Add Custom Indicator error;Agregar error del Indicador Personalizado;;
Indicator name cannot be empty!;ˇEl nombre del indicador no puede estar vacío!;;
Indicator name must be unique!;ˇEl nombre del indicador debe ser único!;;
Indicator name cannot contain any special characters!;ˇEl nombre del indicador no puede contener ningún caracter especial!;;
Oscillator middle value must be specified as a floating point number!;ˇEl valor medio del oscilador debe especificarse con un número de coma flotante!;;
Invalid Custom Indicator definition!;ˇDefinición Indicador personalizado inválido!;;
Error;Error;;
